Code,ID,Location,Site,Day,Month,Year,Date,Latitude,Longitude,Zone,Type,Depth,Replicate,Surveyors,Abun,TRic,TDiv,PRic,PDiv,nbsp,sing.sp,FRic,qual.FRic,FEve,FDiv,FDis,RaoQ,CWM.grow,CWM.skel,CWM.corwidth,CWM.cmd,CWM.col,CWM.repmode,CWM.sex,CWM.symb,CWM.branching,CWM.encrusting,CWM.laminar,CWM.massive,CWM.submassive
RL-W-D3-1991-11-13-T5,SGRET2014-5,Raffles Lighthouse,RL-W,13,11,1991,13/11/1991,1.160555556,103.7405556,Slope,Fringing,3,5,REST,0.34,15,0.883650519,1483.493584,182.718388,15,15,1.77260642,0.049096653,0.709332993,0.744415361,0.129899602,0.0209309,15.07948576,1.423646543,5.599558824,302.2421525,1,1,0,0,0,0.460294118,1,0,1.167647059
CY-N-D3-1991-11-20-T1,SGRET2018-1,Cyrene Reef,CY-N,20,11,1991,20/11/1991,1.258333333,103.7586111,Slope,Patch,3,1,REST,0.0025,1,0,351.6095832,0,1,1,0,0.049096653,0,0,0,0,10,NA,370,52,1,1,0,0,0,0,0,1,0
CY-N-D3-1991-11-20-T2,SGRET2018-2,Cyrene Reef,CY-N,20,11,1991,20/11/1991,1.258333333,103.7586111,Slope,Patch,3,2,REST,0.02,2,0.48,466.6822082,55.23486004,2,2,0,0.049096653,0,0,0.222873697,0.05174238,NA,1.54,99.25,190,1,1,1,0,0,0.6,1,0,0
CY-N-D3-1991-11-20-T3,SGRET2018-3,Cyrene Reef,CY-N,20,11,1991,20/11/1991,1.258333333,103.7586111,Slope,Patch,3,3,REST,0,0,0,0,0,0,0,0,0.049096653,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CY-N-D3-1991-11-20-T4,SGRET2018-4,Cyrene Reef,CY-N,20,11,1991,20/11/1991,1.258333333,103.7586111,Slope,Patch,3,4,REST,0.023,3,0.490548204,400.6107666,12.8085557,3,3,0.000454989,0.049096653,0.647194683,0.718369417,0.038320028,0.00178818,1.139393939,1.284545455,13.54347826,77.17391304,1,1,1,0,0,0.282608696,0,1,0.282608696
CY-N-D3-1991-11-20-T5,SGRET2018-5,Cyrene Reef,CY-N,20,11,1991,20/11/1991,1.258333333,103.7586111,Slope,Patch,3,5,REST,0.018,2,0.461419753,466.6822082,53.09678225,2,2,0,0.049096653,0,0,0.157625064,0.026923057,NA,1.25,13.89583333,42.5,0,1,1,0,0,0.361111111,0,1,0.361111111
CY-S-D3-1991-11-21-T1,SGRET2022-1,Cyrene Reef,CY-S,21,11,1991,21/11/1991,1.257222222,103.7533333,Slope,Patch,3,1,REST,0.1205,10,0.770785627,1083.403333,187.9982488,10,10,0.71518144,0.049096653,0.573573258,0.754365018,0.091029026,0.010206854,23.20151515,1.425899281,14.5060166,155.9128631,1,1,1,0,0.062240664,0.912863071,1,0,0.601659751
CY-S-D3-1991-11-21-T2,SGRET2022-2,Cyrene Reef,CY-S,21,11,1991,21/11/1991,1.257222222,103.7533333,Slope,Patch,3,2,REST,0.045,6,0.811851852,873.5440608,106.9078433,6,6,0.600319629,0.049096653,0.845897652,0.919621861,0.181766347,0.0383659,16,1.616666667,69.67555556,66.8,1,1,1,0,0,0.6,1,0,0.444444444
CY-S-D3-1991-11-21-T3,SGRET2022-3,Cyrene Reef,CY-S,21,11,1991,21/11/1991,1.257222222,103.7533333,Slope,Patch,3,3,REST,0.0975,7,0.825772518,519.3973731,33.97634073,7,7,0.096692989,0.049096653,0.905052094,0.737020552,0.076114826,0.008781794,7.17085084,1.172865854,10.14282051,225.2564103,1,1,1,0,0,0.379487179,0,1,0.451282051
CY-S-D3-1991-11-21-T4,SGRET2022-4,Cyrene Reef,CY-S,21,11,1991,21/11/1991,1.257222222,103.7533333,Slope,Patch,3,4,REST,0.0745,5,0.718796451,757.7271358,176.5965596,5,5,0.296361639,0.049096653,0.756233575,0.712520232,0.098200827,0.010506051,22.9,1.570638298,5.982550336,80.9375,1,1,1,0,0,0.758389262,1,0,0.570469799
CY-S-D3-1991-11-21-T5,SGRET2022-5,Cyrene Reef,CY-S,21,11,1991,21/11/1991,1.257222222,103.7533333,Slope,Patch,3,5,REST,0.1275,11,0.829250288,875.0060712,91.51289925,11,11,1.093851897,0.049096653,0.77438472,0.819605051,0.091436378,0.015880136,10.24642857,1.065463918,10.27254902,115.4060914,1,1,1,0,0,0.882352941,0,0,0.847058824
HA-NE-D3-1992-1-28-T1,SGRET2026-1,Pulau Hantu,HA-NE,28,1,1992,28/01/1992,1.226666667,103.7530556,Slope,Fringing,3,1,REST,0.2155,11,0.831143243,1217.118584,111.4475322,11,11,0.967611728,0.049096653,0.72173262,0.751836671,0.106934427,0.010802665,16.19089692,1.296125436,8.103712297,360.969697,1,1,0,0,0,0.575406032,0,0,0.429234339
HA-NE-D3-1992-1-28-T2,SGRET2026-2,Pulau Hantu,HA-NE,28,1,1992,28/01/1992,1.226666667,103.7530556,Slope,Fringing,3,2,REST,0.007,1,0,351.6095832,0,1,1,0,0.049096653,0,0,0,0,NA,NA,20,40,1,1,1,0,0,1,1,0,1
HA-NE-D3-1992-1-28-T3,SGRET2026-3,Pulau Hantu,HA-NE,28,1,1992,28/01/1992,1.226666667,103.7530556,Slope,Fringing,3,3,REST,0.0025,1,0,351.6095832,0,1,1,0,0.049096653,0,0,0,0,NA,1.25,28.75,100,1,1,1,0,0,1,1,0,1
HA-NE-D3-1992-1-28-T4,SGRET2026-4,Pulau Hantu,HA-NE,28,1,1992,28/01/1992,1.226666667,103.7530556,Slope,Fringing,3,4,REST,0,0,0,0,0,0,0,0,0.049096653,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HA-NE-D3-1992-1-28-T5,SGRET2026-5,Pulau Hantu,HA-NE,28,1,1992,28/01/1992,1.226666667,103.7530556,Slope,Fringing,3,5,REST,0.049,4,0.583298626,419.9712493,13.44593828,4,4,0.017683902,0.049096653,0.610756208,0.884507446,0.03310412,0.00172316,18.4652968,1.615479452,9.62244898,135.5102041,1,1,1,0,0,0.255102041,1,0,0.836734694
HA-W-D3-1992-1-15-T1,SGRET2030-1,Pulau Hantu,HA-W,15,1,1992,15/01/1992,1.226388889,103.7466667,Slope,Fringing,3,1,REST,0.1835,10,0.854368211,973.8646819,160.8758202,10,10,0.704629997,0.049096653,0.843776329,0.798177363,0.099573277,0.010707003,18.81166008,1.331278195,10.62234332,122.4523161,1,1,1,0,0,0.801089918,1,0,0.463215259
HA-W-D3-1992-1-15-T2,SGRET2030-2,Pulau Hantu,HA-W,15,1,1992,15/01/1992,1.226388889,103.7466667,Slope,Fringing,3,2,REST,0.4085,13,0.76040504,1370.898442,114.3074022,13,13,1.092445753,0.049096653,0.830050116,0.856837316,0.075922602,0.008908747,23.00560748,1.543495298,9.267686659,172.759901,1,1,1,0,0,0.439412485,1,0,0.681762546
HA-W-D3-1992-1-15-T3,SGRET2030-3,Pulau Hantu,HA-W,15,1,1992,15/01/1992,1.226388889,103.7466667,Slope,Fringing,3,3,REST,0.1235,8,0.80604501,1149.601226,194.0285831,8,8,0.431180743,0.049096653,0.821364421,0.671514162,0.099267541,0.011710064,63.18861635,1.310506494,6.744736842,129.7530864,1,1,1,0,0.315789474,0.647773279,1,0,0.493927126
HA-W-D3-1992-1-15-T4,SGRET2030-4,Pulau Hantu,HA-W,15,1,1992,15/01/1992,1.226388889,103.7466667,Slope,Fringing,3,4,REST,0.3485,19,0.910110764,1509.720537,126.1048757,19,19,2.786510056,0.049096653,0.799774273,0.771334906,0.130848109,0.027566436,26.30913924,1.27885914,17.60121951,174.6666667,1,1,1,0,0.041606887,0.863701578,1,0,0.655667145
HA-W-D3-1992-1-15-T5,SGRET2030-5,Pulau Hantu,HA-W,15,1,1992,15/01/1992,1.226388889,103.7466667,Slope,Fringing,3,5,REST,0.4335,18,0.871868552,1205.130594,82.54749783,18,18,2.011581853,0.049096653,0.695887628,0.684738268,0.113442138,0.021690792,24.02084459,1.531894273,34.74336794,153.9661836,1,1,1,0,0.031141869,0.437139562,1,0,0.570934256
HP-E-D3-1992-2-25-T1,SGRET2034-1,Hantu Patch,HP-E,25,2,1992,25/02/1992,1.226466667,103.7462,Slope,Patch,3,1,REST,0.4055,18,0.920095299,1400.863783,117.4847761,18,18,2.431219693,0.049096653,0.770453932,0.784039401,0.11013993,0.017116956,27.36200528,1.386305314,17.02305795,188.1549118,1,1,1,0,0,0.584463625,1,0,0.289765721
HP-E-D3-1992-2-25-T2,SGRET2034-2,Hantu Patch,HP-E,25,2,1992,25/02/1992,1.226466667,103.7462,Slope,Patch,3,2,REST,0.3325,17,0.834444005,1467.47769,179.0317908,17,17,2.128889258,0.049096653,0.732454422,0.799392299,0.149674361,0.029836767,11.31116154,1.225658363,36.21015038,76.57630162,1,1,1,0,0.112781955,0.630075188,0,0,0.512781955
HP-E-D3-1992-2-25-T3,SGRET2034-3,Hantu Patch,HP-E,25,2,1992,25/02/1992,1.226466667,103.7462,Slope,Patch,3,3,REST,0.193,9,0.81046471,977.1928798,144.9732335,9,9,0.261284441,0.049096653,0.666404225,0.6664845,0.070935155,0.005313357,8.635667293,1.011461538,10.66217617,107.1350365,1,1,1,0,0,0.489637306,0,1,0.474093264
HP-E-D3-1992-2-25-T4,SGRET2034-4,Hantu Patch,HP-E,25,2,1992,25/02/1992,1.226466667,103.7462,Slope,Patch,3,4,REST,0.2225,15,0.880858477,1296.758451,152.1683242,15,15,1.261371958,0.049096653,0.718968275,0.726450919,0.10430332,0.012617139,17.94725738,1.353168862,10.07202247,126.296729,1,1,1,0,0,0.575280899,1,0,0.391011236
HP-E-D3-1992-2-25-T5,SGRET2034-5,Hantu Patch,HP-E,25,2,1992,25/02/1992,1.226466667,103.7462,Slope,Patch,3,5,REST,0.247,9,0.76148601,908.0383714,63.88517743,9,9,1.156101049,0.049096653,0.557612071,0.758469166,0.092100537,0.009354212,6.378571429,0.982310231,14.44939271,92.37127371,1,1,1,0,0,0.412955466,0,1,0.340080972
HP-W-D3-1992-2-24-T1,SGRET2038-1,Hantu Patch,HP-W,24,2,1992,24/02/1992,1.226388889,103.7455556,Slope,Patch,3,1,REST,0.505,25,0.928263896,1599.113059,142.3594263,25,25,2.370800685,0.049096653,0.801167455,0.788272898,0.145731945,0.030183832,20.12138322,1.381424872,34.29178218,133.0751323,1,1,1,0,0.030693069,0.585148515,1,0,0.430693069
HP-W-D3-1992-2-24-T2,SGRET2038-2,Hantu Patch,HP-W,24,2,1992,24/02/1992,1.226388889,103.7455556,Slope,Patch,3,2,REST,0.5355,19,0.896199874,1400.630529,105.9504936,19,19,2.184051422,0.049096653,0.663390503,0.708225939,0.117870638,0.021605594,22.63076556,1.441435832,25.24943978,125.5270655,1,1,1,0,0.016806723,0.704948646,1,0,0.477124183
HP-W-D3-1992-2-24-T3,SGRET2038-3,Hantu Patch,HP-W,24,2,1992,24/02/1992,1.226388889,103.7455556,Slope,Patch,3,3,REST,0.5,18,0.903462,1367.757732,154.289195,18,18,2.130924384,0.049096653,0.789880082,0.681313903,0.13164127,0.025206098,26.10482955,1.556520619,30.54495,203.4989247,1,1,1,0,0,0.449,1,0,0.526
HP-W-D3-1992-2-24-T4,SGRET2038-4,Hantu Patch,HP-W,24,2,1992,24/02/1992,1.226388889,103.7455556,Slope,Patch,3,4,REST,0.492,17,0.925825402,1214.920402,154.8254319,17,17,1.306230809,0.049096653,0.813719589,0.78669146,0.134304304,0.024585511,21.23607595,1.479305949,36.19654472,162.6688382,1,1,1,0,0,0.470528455,1,0,0.244918699
HP-W-D3-1992-2-24-T5,SGRET2038-5,Hantu Patch,HP-W,24,2,1992,24/02/1992,1.226388889,103.7455556,Slope,Patch,3,5,REST,0.387,20,0.859480266,1455.08892,196.4806761,20,20,1.707030557,0.049096653,0.718425596,0.811789382,0.118116809,0.015690618,19.78786611,1.259561069,16.69534884,246.6346968,1,1,0,0,0.011627907,0.471576227,0,0,0.206718346
SE-NE-D3-1992-3-23-T1,SGRET2042-1,Pulau Semakau,SE-NE,23,3,1992,23/03/1992,1.218333333,103.7608333,Slope,Fringing,3,1,REST,0.219,13,0.869915139,1297.872356,160.3527257,13,13,1.962781915,0.049096653,0.718553524,0.769938339,0.1151359,0.019378664,21.65994347,1.408765432,21.26689498,201.5957447,1,1,1,0,0,0.584474886,1,0,0.657534247
SE-NE-D3-1992-3-23-T2,SGRET2042-2,Pulau Semakau,SE-NE,23,3,1992,23/03/1992,1.218333333,103.7608333,Slope,Fringing,3,2,REST,0.2075,17,0.914443315,1373.556308,145.6622538,17,17,2.612554064,0.049096653,0.779667384,0.683641291,0.116550807,0.022204345,22.66584699,1.41163741,26.52686747,111.202046,1,1,1,0,0,0.645783133,1,0,0.407228916
SE-NE-D3-1992-3-23-T3,SGRET2042-3,Pulau Semakau,SE-NE,23,3,1992,23/03/1992,1.218333333,103.7608333,Slope,Fringing,3,3,REST,0.1615,13,0.848297214,1106.41565,138.0056554,13,13,1.233653145,0.049096653,0.81708916,0.792579922,0.138691194,0.024067357,19.80612245,1.294131944,37.36563467,140.0557276,1,1,1,0,0,0.557275542,1,0,0.40247678
SE-NE-D3-1992-3-23-T4,SGRET2042-4,Pulau Semakau,SE-NE,23,3,1992,23/03/1992,1.218333333,103.7608333,Slope,Fringing,3,4,REST,0.104,9,0.82285503,914.6141892,134.8593259,9,9,1.717380679,0.049096653,0.73262107,0.921128456,0.161925421,0.034128342,15.45347985,1.337419355,26.66586538,61.72619048,1,1,1,0,0,0.538461538,1,0,0.370192308
SE-NE-D3-1992-3-23-T5,SGRET2042-5,Pulau Semakau,SE-NE,23,3,1992,23/03/1992,1.218333333,103.7608333,Slope,Fringing,3,5,REST,0.0655,6,0.74063283,793.9294783,124.6566584,6,6,0.133643576,0.049096653,0.732603314,0.76783975,0.05629684,0.004827619,21.09684685,1.422179487,8.450763359,148.1679389,1,1,1,0,0,0.809160305,1,0,0.366412214
SE-SW-D3-1992-3-5-T1,SGRET2046-1,Pulau Semakau,SE-SW,5,3,1992,5/03/1992,1.202777778,103.7544444,Slope,Fringing,3,1,REST,0.3285,12,0.853823361,1225.754344,150.3941858,12,12,0.958927647,0.049096653,0.716160981,0.767378669,0.067228148,0.008012295,20.31484594,1.48428115,14.94117199,130.455408,1,1,1,0,0.197869102,0.754946728,1,0,0.417047184
SE-SW-D3-1992-3-5-T2,SGRET2046-2,Pulau Semakau,SE-SW,5,3,1992,5/03/1992,1.202777778,103.7544444,Slope,Fringing,3,2,REST,0.2735,12,0.849272582,1280.847626,151.3485622,12,12,2.239560073,0.049096653,0.685792705,0.715635217,0.113607808,0.018089432,27.99781818,1.330493369,26.3713894,101.8040816,1,1,1,0,0.040219378,0.70749543,1,0,0.464351005
SE-SW-D3-1992-3-5-T3,SGRET2046-3,Pulau Semakau,SE-SW,5,3,1992,5/03/1992,1.202777778,103.7544444,Slope,Fringing,3,3,REST,0.128,8,0.813293457,801.0305914,38.81911989,8,8,0.384227008,0.049096653,0.768917077,0.418925972,0.044628684,0.002950126,17.68546099,1.452641509,17.53769531,127.4206349,1,1,1,0,0,0.375,1,0,0.3828125
SE-SW-D3-1992-3-5-T4,SGRET2046-4,Pulau Semakau,SE-SW,5,3,1992,5/03/1992,1.202777778,103.7544444,Slope,Fringing,3,4,REST,0.275,7,0.469699174,998.4268719,68.76014235,7,7,1.583689459,0.049096653,0.670935163,0.379218111,0.052684081,0.01022589,31.65963303,1.559300847,15.85336364,135.819209,1,1,1,0,0,0.889090909,1,0,0.143636364
SE-SW-D3-1992-3-5-T5,SGRET2046-5,Pulau Semakau,SE-SW,5,3,1992,5/03/1992,1.202777778,103.7544444,Slope,Fringing,3,5,REST,0.5305,12,0.870478564,1035.865274,151.5205351,12,12,1.283686433,0.049096653,0.690906269,0.644569696,0.093617575,0.010949648,24.21797557,1.396217039,14.54142319,184.0222447,1,1,1,0,0,0.870876532,1,0,0.20263902
CY-N-D3-2020-3-30-T1,CY-N-2020-3-30-T1,Cyrene Reef,CY-N,30,3,2020,30/03/2020,1.258819,103.758211,Crest,Patch,3,1,"DH, SC, VK",0.1315,10,0.865329844,1082.930457,97.50419827,10,10,0.199689731,0.049096653,0.778646004,0.716089104,0.058956849,0.004634485,11.74147619,1.214680851,11.80988593,131.3688213,1,1,1,0,0,0.642585551,0,0,0.243346008
CY-N-D3-2020-3-30-T2,CY-N-2020-3-30-T2,Cyrene Reef,CY-N,30,3,2020,30/03/2020,1.258819,103.758211,Crest,Patch,3,2,"DH, SC, VK",0.095,7,0.825927978,838.2871198,175.086077,7,7,0.251526897,0.049096653,0.794156998,0.637394451,0.058862472,0.004171097,13.15304348,1.102052632,9.557314815,84.10526316,1,1,1,0,0,0.863157895,0,0,0.421052632
CY-N-D3-2020-3-30-T3,CY-N-2020-3-30-T3,Cyrene Reef,CY-N,30,3,2020,30/03/2020,1.258819,103.758211,Crest,Patch,3,3,"DH, SC, VK",0.0905,8,0.762858277,1054.422986,155.2548668,8,8,0.555816622,0.049096653,0.751553538,0.803672278,0.083299955,0.00755661,13.4375,1.31277027,19.04364641,78.75690608,1,1,1,0,0,0.475138122,1,0,0.491712707
CY-N-D3-2020-3-30-T4,CY-N-2020-3-30-T4,Cyrene Reef,CY-N,30,3,2020,30/03/2020,1.258819,103.758211,Crest,Patch,3,4,"DH, SC, VK",0.1045,8,0.82749937,1173.102078,176.3641648,8,8,0.104344449,0.049096653,0.726246792,0.887060214,0.093838315,0.009544893,14.75688312,1.267819149,8.237799043,202.3205742,1,1,1,0,0,0.846889952,0,0,0.645933014
CY-N-D3-2020-3-30-T5,CY-N-2020-3-30-T5,Cyrene Reef,CY-N,30,3,2020,30/03/2020,1.258819,103.758211,Crest,Patch,3,5,"DH, SC, VK",0.032,4,0.704589844,506.6167822,34.8573465,4,4,0.025352578,0.049096653,0.728519403,0.529438676,0.047611633,0.002580282,8.65,1.2246875,6.59765625,220,1,1,1,0,0,1,0,1,0.34375
CY-S-D2.5-2018-7-9-T1,CY-S-2018-7-9-T1,Cyrene Reef,CY-S,9,7,2018,9/07/2018,1.25685556,103.753725,Crest,Patch,2.5,1,"HD, SC",0.159,10,0.793303271,1273.558544,211.1976146,10,10,0.775551245,0.049096653,0.647330152,0.853418378,0.097753568,0.012794529,15.93327688,1.217360197,5.14591195,411.745283,1,1,0,0,0,0.273584906,1,0,0.040880503
CY-S-D2.5-2018-7-9-T2,CY-S-2018-7-9-T2,Cyrene Reef,CY-S,9,7,2018,9/07/2018,1.25685556,103.753725,Crest,Patch,2.5,2,"HD, SC",0.2075,10,0.847240528,990.4975025,62.55880121,10,10,0.139087445,0.049096653,0.743966791,0.630310807,0.049133577,0.00351691,14.03315271,1.18929471,7.848313253,104.2891566,1,1,1,0,0,0.922891566,0,0,0.631325301
CY-S-D2.5-2018-7-9-T3,CY-S-2018-7-9-T3,Cyrene Reef,CY-S,9,7,2018,9/07/2018,1.25685556,103.753725,Crest,Patch,2.5,3,"HD, SC",0.0855,10,0.887042167,1078.469237,125.2675466,10,10,0.380164127,0.049096653,0.875430661,0.691669394,0.063855782,0.008241291,15.77961039,1.337537313,17.95877193,131.1695906,1,1,1,0,0,0.502923977,0,0,0.538011696
CY-S-D2.5-2018-7-9-T4,CY-S-2018-7-9-T4,Cyrene Reef,CY-S,9,7,2018,9/07/2018,1.25685556,103.753725,Crest,Patch,2.5,4,"HD, SC",0.1435,9,0.636647282,1064.831733,63.11432433,9,9,0.227955006,0.049096653,0.750588167,0.91073215,0.089336449,0.008653984,9.202973874,1.208198529,7.434843206,462.7665505,1,1,0,0,0,0.31358885,0,1,0.216027875
CY-S-D2.5-2018-7-9-T5,CY-S-2018-7-9-T5,Cyrene Reef,CY-S,9,7,2018,9/07/2018,1.25685556,103.753725,Crest,Patch,2.5,5,"HD, SC",0.1535,11,0.835870938,1391.524998,104.3930387,11,11,1.733824286,0.049096653,0.65929122,0.796335398,0.11063914,0.020407255,11.07324204,1.147313684,10.56775244,134.3055556,1,1,1,0,0,0.472312704,0,1,0.127035831
HA-NE-D3-2016-4-19-T1,HA-NE-2016-4-19-T1,Pulau Hantu,HA-NE,19,4,2016,19/04/2016,1.225938889,103.7529278,Crest,Fringing,3,1,"DH, JW",0.3295,12,0.836905137,1317.698453,162.0565073,12,12,1.276327594,0.049096653,0.726668621,0.751990681,0.101531029,0.012895492,15.8617048,1.29923825,14.64165402,153.4901366,1,1,1,0,0,0.329286798,1,0,0.379362671
HA-NE-D3-2016-4-19-T2,HA-NE-2016-4-19-T2,Pulau Hantu,HA-NE,19,4,2016,19/04/2016,1.225938889,103.7529278,Crest,Fringing,3,2,"DH, JW",0.4415,16,0.847771355,1155.055312,138.7101677,16,16,0.992566032,0.049096653,0.763777679,0.831221957,0.088416821,0.012104875,18.23701155,1.432926081,9.310957854,212.6047565,1,1,1,0,0,0.118912797,1,0,0.525481314
HA-NE-D3-2016-4-19-T3,HA-NE-2016-4-19-T3,Pulau Hantu,HA-NE,19,4,2016,19/04/2016,1.225938889,103.7529278,Crest,Fringing,3,3,"DH, JW",0.796,17,0.846269665,1180.086299,190.1671314,17,17,1.524167615,0.049096653,0.447362698,0.517898187,0.106336047,0.01191673,24.67094926,1.246668961,9.636610134,261.6331658,1,1,0,0,0,0.403266332,0,0,0.365577889
HA-NE-D3-2016-4-19-T4,HA-NE-2016-4-19-T4,Pulau Hantu,HA-NE,19,4,2016,19/04/2016,1.225938889,103.7529278,Crest,Fringing,3,4,"DH, JW",0.282,20,0.922683718,1472.92891,195.960057,20,20,1.65680506,0.049096653,0.723178991,0.879433358,0.13855995,0.021385146,20.22113416,1.275787792,7.539095745,206.1310592,1,1,1,0,0,0.44858156,0,1,0.193262411
HA-NE-D3-2016-4-19-T5,HA-NE-2016-4-19-T5,Pulau Hantu,HA-NE,19,4,2016,19/04/2016,1.225938889,103.7529278,Crest,Fringing,3,5,"DH, JW",0.0955,6,0.78418903,887.9906948,127.3829874,6,6,0.616512548,0.049096653,0.73644615,0.865112415,0.125668639,0.017518591,11.77463768,1.351780105,11.74232112,150.5235602,1,1,0,0,0,0.591623037,1,0,0
HA-NE-D3-2018-10-8-T1,HA-NE-2018-10-8-T1,Pulau Hantu,HA-NE,8,10,2018,8/10/2018,1.225938889,103.7529278,Crest,Fringing,3,1,SC,0.1405,11,0.743506288,1326.741744,104.1997179,11,11,0.65678531,0.049096653,0.712127624,0.958969099,0.119654372,0.014550745,13.48662338,1.381637011,12.02686833,184.5729537,1,1,1,0,0,0.65480427,1,0,0.106761566
HA-NE-D3-2018-10-8-T2,HA-NE-2018-10-8-T2,Pulau Hantu,HA-NE,8,10,2018,8/10/2018,1.225938889,103.7529278,Crest,Fringing,3,2,SC,0.0765,9,0.85437225,1098.68235,198.6393408,9,9,0.130068969,0.049096653,0.801421325,0.857719342,0.10635239,0.012007462,15.68214286,1.188285714,8.866666667,214.7058824,1,1,1,0,0,0.647058824,0,0,0.437908497
HA-NE-D3-2018-10-8-T3,HA-NE-2018-10-8-T3,Pulau Hantu,HA-NE,8,10,2018,8/10/2018,1.225938889,103.7529278,Crest,Fringing,3,3,SC,0.1205,8,0.801053701,791.4148792,113.9803605,8,8,0.24711915,0.049096653,0.711965537,0.797541732,0.106417552,0.018112522,9.262353608,1.335549793,8.552904564,277.3651452,1,1,1,0,0,0.639004149,0,0,0.398340249
HA-NE-D3-2018-10-8-T4,HA-NE-2018-10-8-T4,Pulau Hantu,HA-NE,8,10,2018,8/10/2018,1.225938889,103.7529278,Crest,Fringing,3,4,SC,0.1955,12,0.840444529,1348.008494,194.8373667,12,12,1.603069102,0.049096653,0.647383174,0.707971412,0.133723002,0.020944167,18.26379731,1.250433962,14.74057971,232.9002558,1,1,1,0,0,0.572890026,1,0,0.342710997
HA-NE-D3-2018-10-8-T5,HA-NE-2018-10-8-T5,Pulau Hantu,HA-NE,8,10,2018,8/10/2018,1.225938889,103.7529278,Crest,Fringing,3,5,SC,0.197,12,0.875595867,1274.416587,210.8532681,12,12,1.09161042,0.049096653,0.814521521,0.864838085,0.163336716,0.028112983,14.35588155,1.185134505,3.97677665,297.8299492,1,1,0,0,0,0.472081218,1,0,0.431472081
HA-SE-D3-2017-3-3-T1,HA-SE-2017-3-3-T1,Pulau Hantu,HA-SE,3,3,2017,3/03/2017,1.223038889,103.7509167,Crest,Fringing,3,1,DH,0.3665,14,0.819369092,1217.566777,154.2891975,14,14,0.688360027,0.049096653,0.639890789,0.82383606,0.116530092,0.014649586,14.8652969,1.224931129,6.449492854,110.0136426,1,1,0,0,0,0.637107776,1,0,0.088676671
HA-SE-D3-2017-3-3-T2,HA-SE-2017-3-3-T2,Pulau Hantu,HA-SE,3,3,2017,3/03/2017,1.223038889,103.7509167,Crest,Fringing,3,2,DH,0.133,10,0.74246707,924.4763875,187.854502,10,10,0.801030435,0.049096653,0.735799437,0.647789702,0.056982177,0.006153949,14.16990291,1.281153846,36.4660401,97.38721805,1,1,1,0,0,0.203007519,0,1,0.218045113
HA-SE-D3-2017-3-3-T3,HA-SE-2017-3-3-T3,Pulau Hantu,HA-SE,3,3,2017,3/03/2017,1.223038889,103.7509167,Crest,Fringing,3,3,DH,0.1425,11,0.840455525,1096.510905,111.7055618,11,11,1.321401187,0.049096653,0.756433663,0.635240628,0.078681269,0.00795604,7.698550725,1.224392157,7.082019704,80.5,1,1,1,0,0,0.642105263,1,0,0.242105263
HA-SE-D3-2017-3-3-T4,HA-SE-2017-3-3-T4,Pulau Hantu,HA-SE,3,3,2017,3/03/2017,1.223038889,103.7509167,Crest,Fringing,3,4,DH,0.193,11,0.846411984,1174.262195,180.6321129,11,11,1.406782683,0.049096653,0.808849645,0.864809255,0.135064887,0.023979064,12.3561573,1.210547337,52.88639896,159.0854922,1,1,1,0,0,0.370466321,1,0,0.448186528
HA-SE-D3-2017-3-3-T5,HA-SE-2017-3-3-T5,Pulau Hantu,HA-SE,3,3,2017,3/03/2017,1.223038889,103.7509167,Crest,Fringing,3,5,DH,0.147,9,0.779767689,1176.282638,207.0071588,9,9,0.224627746,0.049096653,0.694942557,0.729086089,0.078026328,0.008880348,16.68253968,1.173072626,8.420068027,155.2721088,1,1,1,0,0,0.217687075,1,0,0.119047619
HA-W-D3-2016-2-16-T1,HA-W-2016-2-16-T1,Pulau Hantu,HA-W,16,2,2016,16/02/2016,1.227255556,103.7468917,Crest,Fringing,3,1,"DH, AD",0.6195,14,0.784230038,1383.594716,200.4836146,14,14,1.336816309,0.049096653,0.508282502,0.902251504,0.096195557,0.010710184,19.69261364,1.086060877,6.043987086,318.7288136,1,1,0,0,0.024213075,0.292171106,0,0,0.612590799
HA-W-D3-2016-2-16-T2,HA-W-2016-2-16-T2,Pulau Hantu,HA-W,16,2,2016,16/02/2016,1.227255556,103.7468917,Crest,Fringing,3,2,"DH, AD",0.6825,21,0.892132727,1537.456634,201.8580253,21,21,2.425203805,0.049096653,0.649454543,0.670629248,0.123291382,0.017562297,24.21826417,1.288657025,14.82230769,285.1794872,1,1,0,0,0.124542125,0.322344322,1,0,0.202197802
HA-W-D3-2016-2-16-T3,HA-W-2016-2-16-T3,Pulau Hantu,HA-W,16,2,2016,16/02/2016,1.227255556,103.7468917,Crest,Fringing,3,3,"DH, AD",0.8675,11,0.536537966,1334.823019,141.3403163,11,11,0.939793263,0.049096653,0.68828708,0.389255407,0.06153656,0.006563324,20.81494505,1.009507246,6.31167147,356.685879,1,1,0,0,0,0.09221902,0,0,0.752161383
