Code,ID,Replicate,Site,Day,Month,Year,Date,Latitude,Longitude,Zone,Type,Depth,Surveyors,Location,Abun,TRic,TDiv,PRic,PDiv,nbsp,sing.sp,FRic,qual.FRic,FEve,FDiv,FDis,RaoQ,CWM.grow,CWM.skel,CWM.corwidth,CWM.cmd,CWM.col,CWM.repmode,CWM.sex,CWM.symb,CWM.branching,CWM.encrusting,CWM.laminar,CWM.massive,CWM.submassive
SE-NE-D3-1986-5-6-T3,SGRET1034-3,3,SE-NE,6,5,1986,6/05/1986,1.218333333,103.7608333,Slope,Fringing,3,REST,Pulau Semakau,0.2965,13,0.876948321,1334.879025,193.7790408,13,13,0.352341553,0.221688265,0.832744088,0.72313491,0.143416662,0.027399196,26.26847955,1.294535413,14.47731018,250.3289499,0.97470489,0.983979764,0.656920078,0,0.026592295,0.551589052,0.571669477,0.366662343,0.272201323
SE-NE-D3-1986-5-6-T4,SGRET1034-4,4,SE-NE,6,5,1986,6/05/1986,1.218333333,103.7608333,Slope,Fringing,3,REST,Pulau Semakau,0.3995,15,0.906987928,1457.106297,184.6201259,15,15,0.307625138,0.221688265,0.806926049,0.859121633,0.15354905,0.026836982,18.56205282,1.229511055,11.97319205,167.566349,1,0.951989026,0.709637046,0,0.023510157,0.494658158,0.416842482,0.516347701,0.220520385
SE-NE-D3-1986-5-6-T5,SGRET1034-5,5,SE-NE,6,5,1986,6/05/1986,1.218333333,103.7608333,Slope,Fringing,3,REST,Pulau Semakau,0.5745,17,0.874456238,1331.775642,167.4728091,17,17,0.416291296,0.221688265,0.657721891,0.722852875,0.117723186,0.018830168,21.90285893,1.216878637,17.58422458,155.7877586,0.988250653,0.991363636,0.751870324,0,0.02518578,0.697810805,0.341775457,0.59892214,0.179980362
SE-NE-D3-1992-3-23-T1,SGRET2042-1,1,SE-NE,23,3,1992,23/03/1992,1.218333333,103.7608333,Slope,Fringing,3,REST,Pulau Semakau,0.219,9,0.854840391,1269.019362,160.6323564,9,9,0.339601754,0.221688265,0.820332364,0.782880022,0.149973266,0.028846771,17.49028389,1.421878289,22.52744556,218.2162019,0.924657534,0.988584475,0.67840835,0,0.007903056,0.513417633,0.700035125,0.245038637,0.460783281
SE-NE-D3-1992-3-23-T2,SGRET2042-2,2,SE-NE,23,3,1992,23/03/1992,1.218333333,103.7608333,Slope,Fringing,3,REST,Pulau Semakau,0.2075,13,0.846996661,1343.965933,145.6542683,13,13,0.439127782,0.221688265,0.750961914,0.734654159,0.136314361,0.028203986,19.79251205,1.339686568,23.01365338,180.7391081,0.927710843,0.98313253,0.778313253,0,0.024541242,0.574278653,0.635810936,0.271733086,0.351300587
SE-NE-D3-1992-3-23-T3,SGRET2042-3,3,SE-NE,23,3,1992,23/03/1992,1.218333333,103.7608333,Slope,Fringing,3,REST,Pulau Semakau,0.1615,10,0.777061028,1059.06198,137.4463092,10,10,0.29778806,0.221688265,0.787465786,0.763736892,0.170202404,0.037329103,14.41504273,1.326111971,39.48305921,159.1421016,0.842105263,0.990712074,0.650154799,0,0.003095975,0.475851393,0.561919505,0.376354489,0.268034056
SE-NE-D3-1992-3-23-T4,SGRET2042-4,4,SE-NE,23,3,1992,23/03/1992,1.218333333,103.7608333,Slope,Fringing,3,REST,Pulau Semakau,0.104,7,0.748798077,906.0908982,134.5154168,7,7,0.335524347,0.221688265,0.702176489,0.737732476,0.1556401,0.034576589,15.00569962,1.275985348,27.58646712,118.8098958,0.918269231,0.935897436,0.753434066,0,0.044378698,0.565249014,0.597633136,0.352949334,0.271690089
SE-NE-D3-1992-3-23-T5,SGRET2042-5,5,SE-NE,23,3,1992,23/03/1992,1.218333333,103.7608333,Slope,Fringing,3,REST,Pulau Semakau,0.0655,6,0.74063283,804.9165215,125.3373346,6,6,0.05985897,0.221688265,0.773306219,0.769248217,0.095253895,0.012515493,19.68691281,1.38707265,6.672813295,235.2753544,1,1,0.809160305,0,0,0.688167939,0.576335878,0.15028626,0.261259542
SE-NE-D3-1993-9-9-T1,SGRET2089-1,1,SE-NE,9,9,1993,9/09/1993,1.218333333,103.7608333,Slope,Fringing,3,REST,Pulau Semakau,0.2465,12,0.7293591,1434.664861,150.0923817,12,12,0.363333899,0.221688265,0.681772638,0.8034985,0.115003256,0.017393098,22.00436134,1.283772915,15.96122076,231.6894016,0.985801217,0.995943205,0.738046943,0,0.005005981,0.61561346,0.853643314,0.121242263,0.255008582
SE-NE-D3-1993-9-9-T2,SGRET2089-2,2,SE-NE,9,9,1993,9/09/1993,1.218333333,103.7608333,Slope,Fringing,3,REST,Pulau Semakau,0.308,11,0.775847529,1296.634342,159.2594512,11,11,0.348058132,0.221688265,0.625584749,0.799331267,0.132126907,0.022008724,21.52153269,1.273688497,17.69787504,233.6520466,0.969155844,0.99512987,0.687152134,0,0.019605395,0.527807609,0.718781219,0.224182068,0.294594988
SE-NE-D3-1993-9-9-T3,SGRET2089-3,3,SE-NE,9,9,1993,9/09/1993,1.218333333,103.7608333,Slope,Fringing,3,REST,Pulau Semakau,0.163,9,0.819601792,1355.333578,176.633164,9,9,0.308229567,0.221688265,0.806696164,0.824021063,0.174136843,0.037933088,15.34447824,1.311105676,30.39844802,168.4486196,0.883435583,0.964212679,0.573619632,0,0.031933302,0.554845053,0.600519113,0.256174296,0.286770489
SE-NE-D3-1993-9-9-T4,SGRET2089-4,4,SE-NE,9,9,1993,9/09/1993,1.218333333,103.7608333,Slope,Fringing,3,REST,Pulau Semakau,0.0435,6,0.764433875,892.8686242,81.39596502,6,6,0.166319945,0.221688265,0.838074548,0.797880178,0.146397825,0.032889328,7.890136404,1.370694444,45.06161398,118.4953476,0.816091954,1,0.75862069,0,0,0.627490421,0.494252874,0.395114943,0.277011494
SE-NE-D3-1993-9-9-T5,SGRET2089-5,5,SE-NE,9,9,1993,9/09/1993,1.218333333,103.7608333,Slope,Fringing,3,REST,Pulau Semakau,0.0825,6,0.755261708,946.0206764,188.2868117,6,6,0.210942074,0.221688265,0.790679841,0.860841641,0.155639989,0.027314443,21.22830177,1.296785354,22.50333333,296.0082251,0.927272727,1,0.387878788,0,0,0.470151515,0.56969697,0.362121212,0.162727273
SE-NE-D3-1998-3-5-T1,SGTMS0034-1,1,SE-NE,5,3,1998,5/03/1998,1.218333333,103.7608333,Slope,Fringing,3,REST,Pulau Semakau,0.062,2,0.431191467,703.2191663,151.611052,2,2,0,0.221688265,0,0,0.110012446,0.014034065,31.7,1.22061828,17.25252016,243.5483871,1,1,0.685483871,0,0,0.568548387,1,0,0.274193548
SE-NE-D3-1998-3-5-T2,SGTMS0034-2,2,SE-NE,5,3,1998,5/03/1998,1.218333333,103.7608333,Slope,Fringing,3,REST,Pulau Semakau,0.085,5,0.636470588,967.694315,182.7337567,5,5,0.080838669,0.221688265,0.574238559,0.971231306,0.126322919,0.016824238,25.05995671,1.222921569,13.73238971,267.4163866,1,1,0.588235294,0,0.005392157,0.555098039,0.829411765,0.104166667,0.275784314
SE-NE-D3-1998-3-5-T3,SGTMS0034-3,3,SE-NE,5,3,1998,5/03/1998,1.218333333,103.7608333,Slope,Fringing,3,REST,Pulau Semakau,0.1335,8,0.677299443,1203.746199,195.9211633,8,8,0.327276811,0.221688265,0.527170713,0.836359842,0.166510726,0.03211593,16.33093358,1.176564366,19.11173263,194.3075843,0.966292135,0.93258427,0.571963617,0,0.046672429,0.539052146,0.627772976,0.25894915,0.454299914
SE-NE-D3-1998-3-5-T4,SGTMS0034-4,4,SE-NE,5,3,1998,5/03/1998,1.218333333,103.7608333,Slope,Fringing,3,REST,Pulau Semakau,0.071,6,0.792898234,873.3228172,155.1814332,6,6,0.296559996,0.221688265,0.846146317,0.798157877,0.148423197,0.026390469,20.8660538,1.452065728,19.96376174,249.7388498,0.929577465,1,0.485915493,0,0,0.708215962,0.929577465,0.070422535,0.116901408
SE-NE-D3-1998-3-5-T5,SGTMS0034-5,5,SE-NE,5,3,1998,5/03/1998,1.218333333,103.7608333,Slope,Fringing,3,REST,Pulau Semakau,0.045,4,0.53654321,534.6996176,38.4205259,4,4,0.031843154,0.221688265,0.688891651,0.598136904,0.129165369,0.02877841,13.96863241,1.363254902,41.59953704,98.51203704,0.844444444,1,0.844444444,0,0,0.452592593,0.816666667,0.155555556,0.402222222
SE-NE-D3-2000-7-17-T1,SGTMS0054-1,1,SE-NE,17,7,2000,17/07/2000,1.218333333,103.7608333,Slope,Fringing,3,REST,Pulau Semakau,0.1065,7,0.751834953,819.0605568,59.31697344,7,7,0.049456788,0.221688265,0.631825081,0.731206415,0.066407378,0.005846403,23.59742768,1.423628326,10.48714789,144.7436843,1,1,0.948356808,0,0.004303599,0.642331768,0.79342723,0.142410016,0.352973396
SE-NE-D3-2000-7-17-T2,SGTMS0054-2,2,SE-NE,17,7,2000,17/07/2000,1.218333333,103.7608333,Slope,Fringing,3,REST,Pulau Semakau,0.162,7,0.745122695,921.5419764,186.3144497,7,7,0.091705307,0.221688265,0.636854204,0.906286366,0.133176657,0.018155838,29.56725319,1.164651405,11.968509,265.2468646,1,0.998271605,0.574074074,0,0.039753086,0.50715535,0.596790123,0.21566358,0.52191358
SE-NE-D3-2000-7-17-T3,SGTMS0054-3,3,SE-NE,17,7,2000,17/07/2000,1.218333333,103.7608333,Slope,Fringing,3,REST,Pulau Semakau,0.127,9,0.806249612,1333.152332,167.8005505,9,9,0.419659785,0.221688265,0.657274866,0.79450704,0.129436191,0.02463635,16.78612044,1.260698069,15.24930282,156.8680489,0.976377953,0.973753281,0.810461192,0,0.03179891,0.590687462,0.532101757,0.326014537,0.55757874
SE-NE-D3-2000-7-17-T4,SGTMS0054-4,4,SE-NE,17,7,2000,17/07/2000,1.218333333,103.7608333,Slope,Fringing,3,REST,Pulau Semakau,0.1715,11,0.796181863,1397.238465,149.1868423,11,11,0.421836509,0.221688265,0.621636141,0.746824476,0.120171466,0.019472077,13.92190886,1.241835846,15.38716173,185.9719802,0.982507289,0.98931001,0.748021658,0,0.008746356,0.541074232,0.546310832,0.303823727,0.579289078
SE-NE-D3-2000-7-17-T5,SGTMS0054-5,5,SE-NE,17,7,2000,17/07/2000,1.218333333,103.7608333,Slope,Fringing,3,REST,Pulau Semakau,0.1085,8,0.767397906,1039.236105,92.19263382,8,8,0.058669626,0.221688265,0.605803398,0.682263569,0.066388077,0.006568944,26.52449285,1.323469149,13.20149309,132.9076512,1,0.997419355,0.949308756,0,0.063579109,0.558417819,0.748202765,0.139784946,0.381490015
SE-SW-D3-1986-6-13-T1,SGRET1038-1,1,SE-SW,13,6,1986,13/06/1986,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0.611,9,0.566204419,1334.12446,163.6908612,9,9,0.417759102,0.221688265,0.510936212,0.733579334,0.102489045,0.016069415,21.19149225,1.035956379,9.182254959,151.7057157,0.980360065,0.998636116,0.267931734,0,0.063237022,0.424040035,0.249213144,0.370761467,0.545176046
SE-SW-D3-1986-6-13-T2,SGRET1038-2,2,SE-SW,13,6,1986,13/06/1986,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0.662,13,0.885467913,1276.729342,144.6015216,13,13,0.333431065,0.221688265,0.770665728,0.686409095,0.124830598,0.02109351,21.87469899,1.354401618,11.61410932,232.8597998,0.988670695,0.970040282,0.745351657,0,0.02965373,0.576820435,0.675615849,0.229476528,0.356494016
SE-SW-D3-1986-6-13-T3,SGRET1038-3,3,SE-SW,13,6,1986,13/06/1986,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0.5385,11,0.778275222,1237.847147,125.4974042,11,11,0.192995452,0.221688265,0.672229135,0.731895441,0.111195403,0.017561369,23.38866647,1.359345125,12.75445593,212.1295265,1,0.979863101,0.820334262,0,0.007999429,0.366607147,0.828369402,0.157631598,0.498450111
SE-SW-D3-1986-6-13-T4,SGRET1038-4,4,SE-SW,13,6,1986,13/06/1986,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0.6605,10,0.836897242,1274.799142,165.5976516,10,10,0.213621383,0.221688265,0.635439873,0.895837395,0.144196508,0.021614049,19.46588359,1.204462243,12.34943013,314.3681651,1,1,0.488939741,0,0.00754576,0.358954949,0.535579107,0.424702537,0.245249325
SE-SW-D3-1986-6-13-T5,SGRET1038-5,5,SE-SW,13,6,1986,13/06/1986,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0.514,10,0.848725946,1206.32204,207.5963696,10,10,0.201488612,0.221688265,0.571877711,0.884721648,0.178008393,0.033216836,21.52972989,1.254856161,12.00014498,223.0398833,1,0.902723735,0.613387595,0,0.033672553,0.381584855,0.57505238,0.395203532,0.333882071
SE-SW-D3-1992-3-5-T1,SGRET2046-1,1,SE-SW,5,3,1992,5/03/1992,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0.3285,10,0.779573218,1204.955058,149.8455966,10,10,0.34094116,0.221688265,0.641351299,0.842395829,0.14242614,0.026989871,19.3463424,1.296132958,14.94866574,164.5035877,0.98173516,0.934043633,0.761904762,0,0.047437849,0.585870117,0.719939117,0.197900812,0.38319381
SE-SW-D3-1992-3-5-T2,SGRET2046-2,2,SE-SW,5,3,1992,5/03/1992,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0.2735,10,0.697392124,1272.124356,150.5634984,10,10,0.385148624,0.221688265,0.70494641,0.716728745,0.139176836,0.026319058,26.99805063,1.279066964,25.77550391,190.407263,0.939670932,0.988878732,0.652781405,0,0.021797216,0.528252004,0.794754606,0.180354381,0.227141049
SE-SW-D3-1992-3-5-T3,SGRET2046-3,3,SE-SW,5,3,1992,5/03/1992,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0.128,7,0.721740723,801.2264891,38.83543201,7,7,0.130749683,0.221688265,0.717266423,0.575116238,0.065732487,0.006157417,18.03326168,1.294107143,15.30990804,154.8968254,1,1,0.96484375,0,0,0.500976563,0.80859375,0.154541016,0.421386719
SE-SW-D3-1992-3-5-T4,SGRET2046-4,4,SE-SW,5,3,1992,5/03/1992,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0.275,6,0.461606612,995.4879149,68.73635866,6,6,0.310987392,0.221688265,0.531715546,0.41519412,0.061846054,0.013060514,29.12051603,1.538584432,16.80050758,156.7274796,0.954545455,1,0.903636364,0,0.002727273,0.873030303,0.908181818,0.054545455,0.101818182
SE-SW-D3-1992-3-5-T5,SGRET2046-5,5,SE-SW,5,3,1992,5/03/1992,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0.5305,9,0.82880394,1014.34301,151.1929828,9,9,0.308301697,0.221688265,0.676206098,0.717365322,0.1236584,0.017882661,24.85374145,1.383887051,13.3768536,243.2447377,0.984919887,1,0.637134779,0,0,0.717169337,0.832704995,0.131244109,0.1332705
SE-SW-D3-1993-10-13-T1,SGRET2093-1,1,SE-SW,13,10,1993,13/10/1993,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0.4265,10,0.665896106,1301.675121,141.3930665,10,10,0.294701369,0.221688265,0.802025086,0.916020966,0.116000833,0.020223713,21.59345118,1.19868768,21.68224604,164.6706233,0.973036342,0.987397421,0.723915592,0,0.001270027,0.540484564,0.725674091,0.22586948,0.259818288
SE-SW-D3-1993-10-13-T2,SGRET2093-2,2,SE-SW,13,10,1993,13/10/1993,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0.461,12,0.758089789,1292.212713,207.5008248,12,12,0.386508184,0.221688265,0.691225795,0.734796018,0.145144322,0.024068296,24.66530349,1.325730714,13.4319619,318.7635317,0.965292842,0.989156627,0.352339634,0,0.017314645,0.578268396,0.799899883,0.107462178,0.192076867
SE-SW-D3-1993-10-13-T3,SGRET2093-3,3,SE-SW,13,10,1993,13/10/1993,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0.1665,6,0.670382094,919.1341978,144.8211293,6,6,0.263673614,0.221688265,0.63417377,0.764954482,0.191071737,0.044785571,16.6100013,1.383662551,48.54906156,160.652027,0.792792793,0.986486486,0.615615616,0,0,0.474474474,0.725225225,0.261261261,0.203003003
SE-SW-D3-1993-10-13-T4,SGRET2093-4,4,SE-SW,13,10,1993,13/10/1993,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0.224,8,0.787697305,1186.844365,207.7312511,8,8,0.218728631,0.221688265,0.70970347,0.81492626,0.13298526,0.022594151,18.92098127,1.148363095,21.76913936,166.2410714,0.928571429,1,0.40625,0,0.03608631,0.420982143,0.399553571,0.399460565,0.335453869
SE-SW-D3-1993-10-13-T5,SGRET2093-5,5,SE-SW,13,10,1993,13/10/1993,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0.3515,9,0.783470151,1014.891748,156.4836277,9,9,0.222394254,0.221688265,0.472446345,0.825643868,0.155468451,0.025823067,16.87688066,1.26961997,25.29246681,389.2840209,0.977240398,1,0.421052632,0,0,0.285727833,0.504267425,0.48826458,0.390753912
SE-SW-D3-1998-2-19-T1,SGTMS0038-1,1,SE-SW,19,2,1998,19/02/1998,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0.236,13,0.763860959,1375.995589,211.7563577,13,13,0.431979236,0.221688265,0.559708424,0.783819974,0.132673627,0.018621273,23.23853612,1.171240628,9.259734673,251.9259222,0.997881356,0.995762712,0.410714286,0,0.035541612,0.485397653,0.602957953,0.196879753,0.387938668
SE-SW-D3-1998-2-19-T2,SGTMS0038-2,2,SE-SW,19,2,1998,19/02/1998,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0.2045,9,0.800162601,1171.206911,178.636705,9,9,0.220135871,0.221688265,0.705994629,0.868566018,0.149195491,0.027049028,22.13016523,1.371284026,23.35587325,259.2037635,0.919315403,1,0.586797066,0,0.00599022,0.49596577,0.737408313,0.191320293,0.300061125
SE-SW-D3-1998-2-19-T3,SGTMS0038-3,3,SE-SW,19,2,1998,19/02/1998,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0.2995,10,0.783297705,1302.069309,180.7171011,10,10,0.237708716,0.221688265,0.552399328,0.888999906,0.139525964,0.023143692,25.3051303,1.373696854,23.49764918,272.5481258,0.961602671,1,0.594323873,0,0.001391208,0.557804674,0.85475793,0.121104619,0.239899833
SE-SW-D3-1998-2-19-T4,SGTMS0038-4,4,SE-SW,19,2,1998,19/02/1998,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0.145,9,0.707277051,950.3168576,95.18864435,9,9,0.2012622,0.221688265,0.609142629,0.61775352,0.069044726,0.010877077,25.41836493,1.213567281,17.63753343,102.6018568,0.979310345,1,0.979310345,0,0.014323607,0.546942971,0.739655172,0.169943634,0.4241313
SE-SW-D3-1998-2-19-T5,SGTMS0038-5,5,SE-SW,19,2,1998,19/02/1998,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0.2515,9,0.458616097,1045.431837,68.69492585,9,9,0.345251341,0.221688265,0.432709457,0.655300051,0.0666094,0.011528618,9.316329148,1.330018224,14.12114824,164.6905436,0.972166998,0.997017893,0.892644135,0,0.000458786,0.766383749,0.216699801,0.504610797,0.43456186
SE-SW-D3-2000-7-19-T1,SGTMS0056-1,1,SE-SW,19,7,2000,19/07/2000,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0.1665,8,0.758993227,1105.531186,182.2998829,8,8,0.219876373,0.221688265,0.611563452,0.819812209,0.134392048,0.021073848,24.92530686,1.391052052,13.67672331,311.4014014,0.963963964,1,0.585585586,0,0.004254254,0.375275275,0.864864865,0.102352352,0.413913914
SE-SW-D3-2000-7-19-T2,SGTMS0056-2,2,SE-SW,19,7,2000,19/07/2000,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0.21,7,0.740895692,1105.343687,142.6761695,7,7,0.21948129,0.221688265,0.662429482,0.808077302,0.120678963,0.019821469,20.67312443,1.324303968,19.63243349,182.5133929,0.95,1,0.726190476,0,0.010714286,0.343214286,0.766666667,0.149553571,0.542559524
SE-SW-D3-2000-7-19-T3,SGTMS0056-3,3,SE-SW,19,7,2000,19/07/2000,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0.221,6,0.698706005,996.5347686,198.5004268,6,6,0.094962893,0.221688265,0.751251923,0.938460669,0.123931581,0.016053933,25.78729282,1.246085973,8.023958248,353.6651584,1,1,0.300904977,0,0.020361991,0.440950226,0.714932127,0.142533937,0.307239819
SE-SW-D3-2000-7-19-T4,SGTMS0056-4,4,SE-SW,19,7,2000,19/07/2000,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0.143,7,0.713311164,939.1783365,143.9934969,7,7,0.329982229,0.221688265,0.722314509,0.718284055,0.120644672,0.018602681,16.56929209,1.228924242,20.59459962,93.38111888,0.958041958,1,0.643356643,0,0.017191142,0.578205128,0.653846154,0.20789627,0.352913753
SE-SW-D3-2000-7-19-T5,SGTMS0056-5,5,SE-SW,19,7,2000,19/07/2000,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0.151,7,0.67045305,1132.051209,98.97204721,7,7,0.229394071,0.221688265,0.634827512,0.857774159,0.137931742,0.029258666,19.36726396,1.36088521,37.67975899,122.7762141,0.860927152,1,0.761589404,0,0.001931567,0.563520971,0.764900662,0.208954194,0.244591611
HA-NE-D3-2003-6-11-T1,SGCRT0010-1,1,HA-NE,11,6,2003,11/06/2003,1.226666667,103.7530556,Slope,Fringing,3,KT,Pulau Hantu,0.097,5,0.553406313,859.7192211,171.749106,5,5,0.059440984,0.221688265,0.554527656,0.984036263,0.138823468,0.021541908,23.39324804,1.277828608,5.987913445,391.137948,1,1,0.335051546,0,0,0.458118557,0.613402062,0.317332474,0.095360825
HA-NE-D3-2003-6-11-T2,SGCRT0010-2,2,HA-NE,11,6,2003,11/06/2003,1.226666667,103.7530556,Slope,Fringing,3,KT,Pulau Hantu,0.122,6,0.746707874,1234.461978,199.400177,6,6,0.149918116,0.221688265,0.907045742,0.73369249,0.104893377,0.013201354,11.86675566,1.239485773,6.33455055,304.0437158,1,0.984972678,0.231850117,0,0.010403531,0.395762025,0.265627815,0.563355702,0.231506711
HA-NE-D3-2003-6-11-T3,SGCRT0010-3,3,HA-NE,11,6,2003,11/06/2003,1.226666667,103.7530556,Slope,Fringing,3,KT,Pulau Hantu,0.0185,2,0.496712929,466.6822082,57.15806067,2,2,0,0.221688265,0,0,0.098063867,0.009680161,8.402976191,1.207297297,8.194707207,56.48648649,1,1,0.540540541,0,0,0.364864865,0,0.736486486,0.297297297
HA-NE-D3-2003-6-11-T4,SGCRT0010-4,4,HA-NE,11,6,2003,11/06/2003,1.226666667,103.7530556,Slope,Fringing,3,KT,Pulau Hantu,0.019,3,0.61634349,399.1254473,15.04946476,3,3,0.005204859,0.221688265,0.865076355,0.903836841,0.066703023,0.004543368,17.51935484,1.427964912,10.00098684,160,1,1,1,0,0,0.268421053,0.684210526,0.236842105,0.692105263
HA-NE-D3-2003-6-11-T5,SGCRT0010-5,5,HA-NE,11,6,2003,11/06/2003,1.226666667,103.7530556,Slope,Fringing,3,KT,Pulau Hantu,0.018,2,0.375,703.2191663,131.8535937,2,2,0,0.221688265,0,0,0.03254033,0.001411831,7.75,0.911666667,7.165625,102.5,1,1,1,0,0,0.525,0.5,0.5,0.225
HA-W-D3-2003-5-16-T1,SGCRT0008-1,1,HA-W,16,5,2003,16/05/2003,1.226388889,103.7466667,Slope,Fringing,3,KT,Pulau Hantu,0.2065,11,0.827383639,1116.904588,55.00508258,11,11,0.202213124,0.221688265,0.731244055,0.870812423,0.082511781,0.009273158,19.07380077,1.341597633,10.74920147,139.1037127,0.98062954,1,0.871536524,0,0.026634383,0.460895884,0.634382567,0.20687046,0.425726392
HA-W-D3-2003-5-16-T2,SGCRT0008-2,2,HA-W,16,5,2003,16/05/2003,1.226388889,103.7466667,Slope,Fringing,3,KT,Pulau Hantu,0.1935,12,0.828782992,1376.98769,199.59835,12,12,0.351138652,0.221688265,0.702919963,0.846411233,0.159855007,0.02958238,21.99614025,1.369133688,17.40394616,295.7994494,0.945736434,0.982773471,0.513842746,0,0.011926058,0.59526933,0.698071954,0.169461837,0.232314649
HA-W-D3-2003-5-16-T3,SGCRT0008-3,3,HA-W,16,5,2003,16/05/2003,1.226388889,103.7466667,Slope,Fringing,3,KT,Pulau Hantu,0.3055,13,0.861205236,1407.812989,221.2103882,13,13,0.490037726,0.221688265,0.728322769,0.867827756,0.187491275,0.038392724,20.56178726,1.261131031,13.51525797,212.2296729,0.952536825,0.90051458,0.466214636,0,0.079745268,0.578364598,0.519702883,0.322723887,0.315284947
HA-W-D3-2003-5-16-T4,SGCRT0008-4,4,HA-W,16,5,2003,16/05/2003,1.226388889,103.7466667,Slope,Fringing,3,KT,Pulau Hantu,0.278,13,0.881042648,1243.364227,136.843406,13,13,0.341510602,0.221688265,0.694934895,0.728847483,0.133777586,0.022670713,21.37361889,1.451142167,19.9417491,246.875653,0.955035971,1,0.679856115,0,0.025179856,0.504976019,0.652877698,0.174460432,0.407194245
HA-W-D3-2003-5-16-T5,SGCRT0008-5,5,HA-W,16,5,2003,16/05/2003,1.226388889,103.7466667,Slope,Fringing,3,KT,Pulau Hantu,0.3275,13,0.827187227,1464.227909,199.3136673,13,13,0.321928756,0.221688265,0.69189886,0.898203417,0.149483736,0.024795813,27.90627415,1.24513968,11.08307305,247.6910159,1,0.97302799,0.574918212,0,0.037494617,0.471863378,0.726576629,0.186217949,0.369372676
HP-E-D3-2003-7-9-T1,SGCRT0018-1,1,HP-E,9,7,2003,9/07/2003,1.226466667,103.7462,Slope,Patch,3,KT,Hantu Patch,0.0195,2,0.326101249,378.0050611,8.607598332,2,2,0,0.221688265,0,0,0.023091146,0.000817539,31.93333333,1.183504274,19.69583333,88.88888889,1,1,1,0,0.102564103,0.630769231,0.846153846,0.051282051,0.420512821
HP-E-D3-2003-7-9-T2,SGCRT0018-2,2,HP-E,9,7,2003,9/07/2003,1.226466667,103.7462,Slope,Patch,3,KT,Hantu Patch,0.021,3,0.611111111,739.7984169,162.3674676,3,3,0.039686169,0.221688265,0.980450982,0.775866999,0.120362283,0.016674212,23.51666667,1.220555556,13.29513889,248.8888889,1,1,0.666666667,0,0,0.577777778,0.833333333,0.166666667,0.255555556
HP-E-D3-2003-7-9-T3,SGCRT0018-3,3,HP-E,9,7,2003,9/07/2003,1.226466667,103.7462,Slope,Patch,3,KT,Hantu Patch,0.0245,4,0.735526864,456.2062431,28.58360546,4,4,0.002142781,0.221688265,0.943447703,0.819012903,0.040139725,0.001645245,7.585817805,1.121842105,11.26028912,75.95918367,1,1,1,0,0,0.653061224,0.418367347,0.459183673,0.244897959
HP-E-D3-2003-7-9-T4,SGCRT0018-4,4,HP-E,9,7,2003,9/07/2003,1.226466667,103.7462,Slope,Patch,3,KT,Hantu Patch,0.0065,2,0.49704142,466.6822082,57.19586099,2,2,0,0.221688265,0,0,0.185814331,0.034732483,7.532810574,1.643846154,103.9835897,100.2339744,0.461538462,1,0.461538462,0,0,0.220512821,0,1,0
HP-E-D3-2003-7-9-T5,SGCRT0018-5,5,HP-E,9,7,2003,9/07/2003,1.226466667,103.7462,Slope,Patch,3,KT,Hantu Patch,0.0085,1,0,351.6095832,0,1,1,0,0.221688265,0,0,0,0,NA,1.156666667,23.5625,80,1,1,1,0,0,0.6,1,0,0.4
